"Node","Type","In_Degree","Out_Degree","Total_Degree","Betweenness","Closeness","PageRank","In_Cycle","SCC_ID","SCC_Size"
"Overweight","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,106,1
"Oxidation","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,105,1
"Oxidative_Stress","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,104,1
"PS2_protein_alzheimer_associated_PSEN2","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,103,1
"PSEN1","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,102,1
"Paraganglioma","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,101,1
"Pathologic_Processes","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,100,1
"Peptides","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,99,1
"Peptidyl_Dipeptidase_A","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,98,1
"Perinephritis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,97,1
"Pharmaceutical_Preparations","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,96,1
"Pharmacotherapy","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,95,1
"Phenylephrine","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,94,1
"Pheochromocytoma","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,93,1
"Plasma","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,92,1
"Players","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,91,1
"Polymorphism_Genetic","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,90,1
"Potassium","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,89,1
"Pressors","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,88,1
"Prions","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,87,1
"Process","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,86,1
"Prostaglandins","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,85,1
"Proteins","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,84,1
"Rare_Diseases","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,83,1
"Reactive_Oxygen_Species","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,82,1
"Recombinant_Erythropoietin","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,81,1
"Renal_Artery_Stenosis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,80,1
"Renal_artery_occlusion","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,79,1
"Renal_infarction","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,78,1
"Renal_ischaemia","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,77,1
"Renal_vascular_disorders_NOS","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,76,1
"Renin","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,75,1
"Renin_REN","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,74,1
"SUCLA2_gene_SUCLA2","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,73,1
"Saline","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,72,1
"Salts","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,71,1
"Sensory_denervation_disorder","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,70,1
"Serotonin","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,69,1
"Single_Nucleotide_Polymorphism","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,68,1
"Sleep_Apnea_Obstructive","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,67,1
"Sleep_Apnea_Syndromes","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,66,1
"Sodium","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,65,1
"Sodium_Chloride","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,64,1
"Sodium_Chloride_Dietary","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,63,1
"Stenosis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,62,1
"Stenosis_unspecified","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,61,1
"Steroids","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,60,1
"Stimulus","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,59,1
"Streptozocin","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,58,1
"Study_models","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,57,1
"Substance","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,56,1
"Sugars","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,55,1
"Superoxides","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,54,1
"TNF_protein_human_TNF","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,53,1
"Tacrolimus","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,52,1
"Takayasu_s_Arteritis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,51,1
"Testosterone","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,50,1
"Therapeutic_procedure","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,49,1
"Thrombosis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,48,1
"Tourniquets","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,47,1
"Toxic_effect","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,46,1
"Transplantation","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,45,1
"Traumatic_Brain_Injury","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,44,1
"Unilateral_nephrectomy","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,43,1
"Unilateral_renal_artery_stenosis","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,42,1
"Uric_Acid","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,41,1
"Vasoconstrictor_Agents","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,40,1
"Vasodilation_disorder","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,39,1
"Vasospasm","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,38,1
"Virus","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,37,1
"Vitamin_D_Deficiency","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,36,1
"Water","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,35,1
"Wounds_and_Injuries","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,34,1
"Zinc","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,33,1
"adenoma","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,32,1
"agonists","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,31,1
"alanosine","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,30,1
"aluminum","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,29,1
"aluminum_chloride","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,28,1
"angiotensin_II","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,27,1
"aorta_constriction","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,26,1
"apolipoprotein_E_4_APOE","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,25,1
"arginine_methyl_ester","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,24,1
"beta_site_APP_cleaving_enzyme_1_BACE1","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,23,1
"bevacizumab","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,22,1
"cytokine","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,21,1
"desoxycorticosterone_acetate","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,20,1
"fructose","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,19,1
"galactose","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,18,1
"gamma_secretase","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,17,1
"gene_therapy","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,16,1
"homocysteine","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,15,1
"hydrochloride","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,14,1
"imbalance","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,13,1
"inhibitors","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,12,1
"neuron_loss","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,11,1
"neuronal","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,10,1
"presenilin","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,9,1
"presenilin_1","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,8,1
"presenilin_1_PSEN1","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,7,1
"receptor","regular",0,2,2,0,0.00129198966408269,0.000900598724988489,FALSE,6,1
"scopolamine","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,5,1
"sorafenib","regular",0,1,1,0,0.00116009280742459,0.000900598724988489,FALSE,4,1
"tau_Proteins","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,3,1
"tau_Proteins_MAPT","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,2,1
"vascular_factor","regular",0,1,1,0,0.000970873786407767,0.000900598724988489,FALSE,1,1
