"Node"                                               , "Type"    , "In_Degree", "Out_Degree", "Total_Degree"
"Assessment_procedure"                               , "regular" ,           1,            0,              1
"Asthenia"                                           , "regular" ,           1,            0,              1
"Challenge"                                          , "regular" ,           1,            0,              1
"Chronic_pain"                                       , "regular" ,           1,            0,              1
"Discomfort"                                         , "regular" ,           1,            0,              1
"Fatal_Outcome"                                      , "regular" ,           1,            0,              1
"Fatigue"                                            , "regular" ,           1,            0,              1
"Intervention_regimes"                               , "regular" ,           1,            0,              1
"Low_Back_Pain"                                      , "regular" ,           1,            0,              1
"Single_organ_dysfunction"                           , "regular" ,           1,            0,              1
"Vision"                                             , "regular" ,           1,            0,              1
"Dissection_of_aorta"                                , "regular" ,           0,            1,              1
"Disseminated_Intravascular_Coagulation"             , "regular" ,           0,            1,              1
"EHEC_Escherichia_coli"                              , "regular" ,           0,            1,              1
"Early_Diagnosis"                                    , "regular" ,           0,            1,              1
"Ebola_virus"                                        , "regular" ,           0,            1,              1
"Elements"                                           , "regular" ,           0,            1,              1
"Embolism_Paradoxical"                               , "regular" ,           0,            1,              1
"Encephalitis"                                       , "regular" ,           0,            1,              1
"Endothelin_1"                                       , "regular" ,           0,            1,              1
"Endotoxemia"                                        , "regular" ,           0,            1,              1
"Enterovirus"                                        , "regular" ,           0,            1,              1
"Environmental_Exposure"                             , "regular" ,           0,            1,              1
"Epidemic"                                           , "regular" ,           0,            1,              1
"Epigenetic_Process"                                 , "regular" ,           0,            1,              1
"Platelet_aggregation"                               , "regular" ,           1,            0,              1
"Estrogens"                                          , "regular" ,           0,            1,              1
"Abnormal_coordination"                              , "regular" ,           1,            0,              1
"Blood_alcohol_concentration"                        , "regular" ,           1,            0,              1
"Fetal_Alcohol_Syndrome"                             , "regular" ,           1,            0,              1
"Gastric_mucosal_lesion"                             , "regular" ,           1,            0,              1
"Gastric_ulcer"                                      , "regular" ,           1,            0,              1
"Injury_of_stomach"                                  , "regular" ,           1,            0,              1
"Injury_to_liver_NOS"                                , "regular" ,           1,            0,              1
"Lesion_of_stomach"                                  , "regular" ,           1,            0,              1
"Pancreatitis_Chronic"                               , "regular" ,           1,            0,              1
"Ethylnitrosourea"                                   , "regular" ,           0,            1,              1
"Etiologic_Agent"                                    , "regular" ,           0,            1,              1
"Evolution"                                          , "regular" ,           0,            1,              1
"Exsanguination"                                     , "regular" ,           0,            1,              1
"FAS"                                                , "regular" ,           0,            1,              1
"Fatty_Acids"                                        , "regular" ,           0,            1,              1
"Fatty_Acids_Nonesterified"                          , "regular" ,           0,            1,              1
"Fibromuscular_Dysplasia"                            , "regular" ,           0,            1,              1
"Flavivirus"                                         , "regular" ,           0,            1,              1
"Fluorides"                                          , "regular" ,           0,            1,              1
"Focal_segmental_glomerulosclerosis"                 , "regular" ,           0,            1,              1
"Foramen_Ovale_Patent"                               , "regular" ,           0,            1,              1
"Force"                                              , "regular" ,           0,            1,              1
"Foreign_Bodies"                                     , "regular" ,           0,            1,              1
"Formalin"                                           , "regular" ,           0,            1,              1
"Fracture"                                           , "regular" ,           0,            1,              1
"Francisella_tularensis"                             , "regular" ,           0,            1,              1
"Freund_s_Adjuvant"                                  , "regular" ,           0,            1,              1
"Hypertriglyceridemia"                               , "regular" ,           1,            0,              1
"Fungi"                                              , "regular" ,           0,            1,              1
"Fungi_Filamentous"                                  , "regular" ,           0,            1,              1
"Fusarium"                                           , "regular" ,           0,            1,              1
"Fusarium_graminearum"                               , "regular" ,           0,            1,              1
"Gadolinium"                                         , "regular" ,           0,            1,              1
"Gastroesophageal_reflux_disease"                    , "regular" ,           0,            1,              1
"Gastrointestinal_Hemorrhage"                        , "regular" ,           0,            1,              1
"Gene_Environment_Interaction"                       , "regular" ,           0,            1,              1
"Gene_Expression"                                    , "regular" ,           0,            1,              1
"Generalized_ischemic_myocardial_dysfunction"        , "regular" ,           0,            1,              1
"Genome"                                             , "regular" ,           0,            1,              1
"Genus_Coronavirus"                                  , "regular" ,           0,            1,              1
"Genus_Mycobacterium"                                , "regular" ,           0,            1,              1
"Adrenal_gland_hypofunction"                         , "regular" ,           1,            0,              1
"Osteopenia"                                         , "regular" ,           1,            0,              1
"Glutamates"                                         , "regular" ,           0,            1,              1
"Glutathione"                                        , "regular" ,           0,            1,              1
"Graft_vs_Host_Disease"                              , "regular" ,           0,            1,              1
"Gram_Negative_Bacteria"                             , "regular" ,           0,            1,              1
"Gram_Positive_Bacteria"                             , "regular" ,           0,            1,              1
"HIV"                                                , "regular" ,           0,            1,              1
"HM13_gene_HM13"                                     , "regular" ,           0,            1,              1
"HMGB1_Protein"                                      , "regular" ,           0,            1,              1
"Haemophilus_influenzae"                             , "regular" ,           0,            1,              1
"Haemophilus_influenzae_type_b_bacteria"             , "regular" ,           0,            1,              1
"Helicobacter_Infections"                            , "regular" ,           0,            1,              1
"Helminths"                                          , "regular" ,           0,            1,              1
"Hepatitis_B_Chronic"                                , "regular" ,           0,            1,              1
"Hepatitis_B_Virus"                                  , "regular" ,           0,            1,              1
"Hepatitis_C"                                        , "regular" ,           0,            1,              1
"Hepatitis_C_Chronic"                                , "regular" ,           0,            1,              1
"Hepatitis_Chronic"                                  , "regular" ,           0,            1,              1
"Herpesviridae"                                      , "regular" ,           0,            1,              1
"Herpesvirus_1_Human"                                , "regular" ,           0,            1,              1
"Histamine"                                          , "regular" ,           0,            1,              1
"Human_T_lymphotropic_virus_1"                       , "regular" ,           0,            1,              1
"Human_herpesvirus_3"                                , "regular" ,           0,            1,              1
"Hyperphagia"                                        , "regular" ,           0,            1,              1
"Cardiovascular_morbidity"                           , "regular" ,           1,            0,              1
"Acclimatization"                                    , "regular" ,           1,            0,              1
"Immune_System_Diseases"                             , "regular" ,           0,            1,              1
"Immunization"                                       , "regular" ,           0,            1,              1
"Immunologic_Adjuvants"                              , "regular" ,           0,            1,              1
"Increased_calorie_diet"                             , "regular" ,           0,            1,              1
"Infections_Hospital"                                , "regular" ,           0,            1,              1
"Infectious_agent"                                   , "regular" ,           0,            1,              1
"Infectious_disease_of_lung"                         , "regular" ,           0,            1,              1
"Inflammasomes"                                      , "regular" ,           0,            1,              1
"Wound_Healing"                                      , "regular" ,           1,            0,              1
"Inflammation_Mediators"                             , "regular" ,           0,            1,              1
"Injections_Intraperitoneal"                         , "regular" ,           0,            1,              1
"Inspiration_function"                               , "regular" ,           0,            1,              1
"Insulin_INS"                                        , "regular" ,           0,            1,              1
"Insulin_Like_Growth_Factor_I"                       , "regular" ,           0,            1,              1
"Insulin_Receptor_INSR"                              , "regular" ,           0,            1,              1
"Polycystic_Ovary_Syndrome"                          , "regular" ,           1,            0,              1
"Interleukin_17"                                     , "regular" ,           0,            1,              1
"Interleukin_1_beta"                                 , "regular" ,           0,            1,              1
"Interleukin_6"                                      , "regular" ,           0,            1,              1
"Interventional_procedure"                           , "regular" ,           0,            1,              1
"Intestinal_Microbiome"                              , "regular" ,           0,            1,              1
"Intracellular_parasite"                             , "regular" ,           0,            1,              1
"Intracranial_Hemorrhages"                           , "regular" ,           0,            1,              1
"Irritants"                                          , "regular" ,           0,            1,              1
"Retinal_Neovascularization"                         , "regular" ,           1,            0,              1
"Isolate_microorganism"                              , "regular" ,           0,            1,              1
"Kainic_Acid"                                        , "regular" ,           0,            1,              1
"Hyperparathyroidism_Secondary"                      , "regular" ,           1,            0,              1
"Left_ventricular_systolic_dysfunction"              , "regular" ,           0,            1,              1
"Leptin_LEP"                                         , "regular" ,           0,            1,              1
"Leukosis_Virus_Avian"                               , "regular" ,           0,            1,              1
"Levodopa"                                           , "regular" ,           0,            1,              1
"Lidocaine"                                          , "regular" ,           0,            1,              1
"Listeria_monocytogenes"                             , "regular" ,           0,            1,              1
"Little_s_Disease"                                   , "regular" ,           0,            1,              1
"Liver_Cirrhosis"                                    , "regular" ,           0,            1,              1
"Liver_Failure_Acute"                                , "regular" ,           0,            1,              1
"Long_Intergenic_Non_Protein_Coding_RNA"             , "regular" ,           0,            1,              1
"Lower_respiratory_tract_infection"                  , "regular" ,           0,            1,              1
"Lung_Diseases_Interstitial"                         , "regular" ,           0,            1,              1
"Lung_diseases"                                      , "regular" ,           0,            1,              1
"MAPT_protein_human_MAPT"                            , "regular" ,           0,            1,              1
"MYC_gene_MYC"                                       , "regular" ,           0,            1,              1
"Malignant_disease"                                  , "regular" ,           0,            1,              1
"Malignant_neoplasm_of_breast"                       , "regular" ,           0,            1,              1
"Malposition"                                        , "regular" ,           0,            1,              1
"Massive_hemorrhage"                                 , "regular" ,           0,            1,              1
"Measles"                                            , "regular" ,           0,            1,              1
"Meningitis"                                         , "regular" ,           0,            1,              1
"Mental_disorders"                                   , "regular" ,           0,            1,              1
"Mercury"                                            , "regular" ,           0,            1,              1
"Metals_Heavy"                                       , "regular" ,           0,            1,              1
"Methylcholanthrene"                                 , "regular" ,           0,            1,              1
"Methylnitrosourea"                                  , "regular" ,           0,            1,              1
"MicroRNAs"                                          , "regular" ,           0,            1,              1
"Microorganism"                                      , "regular" ,           0,            1,              1
"Microplastics"                                      , "regular" ,           0,            1,              1
"Molecule"                                           , "regular" ,           0,            1,              1
"Moloney_Leukemia_Virus"                             , "regular" ,           0,            1,              1
"Moyamoya_Disease"                                   , "regular" ,           0,            1,              1
"Multiple_Sclerosis"                                 , "regular" ,           0,            1,              1
"Murine_sarcoma_viruses"                             , "regular" ,           0,            1,              1
"Adrenoleukodystrophy"                               , "regular" ,           1,            0,              1
"Alport_s_syndrome"                                  , "regular" ,           1,            0,              1
"Arrhythmogenic_Right_Ventricular_Dysplasia"         , "regular" ,           1,            0,              1
"Ataxia_Telangiectasia"                              , "regular" ,           1,            0,              1
"Autosomal_Dominant_Disorder"                        , "regular" ,           1,            0,              1
"Autosomal_Recessive_Disorder"                       , "regular" ,           1,            0,              1
"Autosomal_Recessive_Juvenile_Parkinson_Disease"     , "regular" ,           1,            0,              1
"Autosomal_Recessive_Polycystic_Kidney_Disease"      , "regular" ,           1,            0,              1
"Autosomal_dominant_hereditary_disorder"             , "regular" ,           1,            0,              1
"Autosomal_recessive_hereditary_disorder"            , "regular" ,           1,            0,              1
"Becker_Muscular_Dystrophy"                          , "regular" ,           1,            0,              1
"Bleeding_tendency"                                  , "regular" ,           1,            0,              1
"CADASIL"                                            , "regular" ,           1,            0,              1
"Cardiomyopathy_Hypertrophic_Familial"               , "regular" ,           1,            0,              1
"Cataract"                                           , "regular" ,           1,            0,              1
"Cerebellar_Ataxia"                                  , "regular" ,           1,            0,              1
"Charcot_Marie_Tooth_Disease"                        , "regular" ,           1,            0,              1
"Cockayne_Syndrome"                                  , "regular" ,           1,            0,              1
"Congenital_Disorders"                               , "regular" ,           1,            0,              1
"Connective_Tissue_Diseases"                         , "regular" ,           1,            0,              1
"Craniosynostosis"                                   , "regular" ,           1,            0,              1
"Degenerative_disorder"                              , "regular" ,           1,            0,              1
"Diabetes_Insipidus_Nephrogenic"                     , "regular" ,           1,            0,              1
"Disorder_of_artery"                                 , "regular" ,           1,            0,              1
"Dystonia"                                           , "regular" ,           1,            0,              1
"Ehlers_Danlos_Syndrome"                             , "regular" ,           1,            0,              1
"Encephalopathies"                                   , "regular" ,           1,            0,              1
"Epidermolysis_Bullosa_Dystrophica"                  , "regular" ,           1,            0,              1
"Fabry_Disease"                                      , "regular" ,           1,            0,              1
"Familial_Alzheimer_s_disease"                       , "regular" ,           1,            0,              1
"Familial_disease"                                   , "regular" ,           1,            0,              1
"Familial_hypophosphatemic_bone_disease"             , "regular" ,           1,            0,              1
"Fanconi_s_Anemia"                                   , "regular" ,           1,            0,              1
"Fragile_X_Syndrome"                                 , "regular" ,           1,            0,              1
"Gaucher_Disease"                                    , "regular" ,           1,            0,              1
"Glycogen_storage_disease_type_II"                   , "regular" ,           1,            0,              1
"Granulomatous_Disease_Chronic"                      , "regular" ,           1,            0,              1
"Hallopeau_Siemens_Disease"                          , "regular" ,           1,            0,              1
"Hemophilia_A"                                       , "regular" ,           1,            0,              1
"Hepatolenticular_Degeneration"                      , "regular" ,           1,            0,              1
"Hereditary_hemochromatosis"                         , "regular" ,           1,            0,              1
"Hereditary_hemorrhagic_telangiectasia"              , "regular" ,           1,            0,              1
"Huntington_Disease"                                 , "regular" ,           1,            0,              1
"Hypercholesterolemia_Familial"                      , "regular" ,           1,            0,              1
"Hypokinesia"                                        , "regular" ,           1,            0,              1
"Hypophosphatasia"                                   , "regular" ,           1,            0,              1
"Immunologic_Deficiency_Syndromes"                   , "regular" ,           1,            0,              1
"Inherited_neuropathies"                             , "regular" ,           1,            0,              1
"Juvenile_Neuronal_Ceroid_Lipfuscinosis"             , "regular" ,           1,            0,              1
"Leber_s_amaurosis"                                  , "regular" ,           1,            0,              1
"Leigh_Disease"                                      , "regular" ,           1,            0,              1
"Leucodystrophy_NOS"                                 , "regular" ,           1,            0,              1
"Leukoencephalopathy"                                , "regular" ,           1,            0,              1
"Long_QT_Syndrome"                                   , "regular" ,           1,            0,              1
"Lysosomal_Storage_Diseases"                         , "regular" ,           1,            0,              1
"Marfan_Syndrome"                                    , "regular" ,           1,            0,              1
"Menkes_Kinky_Hair_Syndrome"                         , "regular" ,           1,            0,              1
"Mitochondrial_Diseases"                             , "regular" ,           1,            0,              1
"Mitochondrial_Encephalomyopathies"                  , "regular" ,           1,            0,              1
"Motor_Neuron_Disease"                               , "regular" ,           1,            0,              1
"Multisystem_disorder"                               , "regular" ,           1,            0,              1
"Muscular_Dystrophies"                               , "regular" ,           1,            0,              1
"Muscular_Dystrophies_Limb_Girdle"                   , "regular" ,           1,            0,              1
"Muscular_Dystrophy_Duchenne"                        , "regular" ,           1,            0,              1
"Myasthenic_Syndromes_Congenital"                    , "regular" ,           1,            0,              1
"Myopathies_Nemaline"                                , "regular" ,           1,            0,              1
"Myopathy"                                           , "regular" ,           1,            0,              1
"Neonatal_diabetes_mellitus"                         , "regular" ,           1,            0,              1
"Neuromuscular_Diseases"                             , "regular" ,           1,            0,              1
"Niemann_Pick_Diseases"                              , "regular" ,           1,            0,              1
"Optic_Atrophy_Hereditary_Leber"                     , "regular" ,           1,            0,              1
"Osteogenesis_Imperfecta"                            , "regular" ,           1,            0,              1
"Parkinsonian_Disorders"                             , "regular" ,           1,            0,              1
"Pelizaeus_Merzbacher_Disease"                       , "regular" ,           1,            0,              1
"Periodic_syndrome"                                  , "regular" ,           1,            0,              1
"Peroxisomal_Disorders"                              , "regular" ,           1,            0,              1
"Phenylketonurias"                                   , "regular" ,           1,            0,              1
"Polyglandular_Type_I_Autoimmune_Syndrome"           , "regular" ,           1,            0,              1
"Premature_aging_syndrome"                           , "regular" ,           1,            0,              1
"Primary_immune_deficiency_disorder"                 , "regular" ,           1,            0,              1
"Progeria"                                           , "regular" ,           1,            0,              1
"Pseudoxanthoma_Elasticum"                           , "regular" ,           1,            0,              1
"Renal_tubular_acidosis"                             , "regular" ,           1,            0,              1
"Retinal_Degeneration"                               , "regular" ,           1,            0,              1
"Retinal_Diseases"                                   , "regular" ,           1,            0,              1
"Retinal_dystrophy"                                  , "regular" ,           1,            0,              1
"Retinitis_Pigmentosa"                               , "regular" ,           1,            0,              1
"Rett_Syndrome"                                      , "regular" ,           1,            0,              1
"Sensorineural_Hearing_Loss"                         , "regular" ,           1,            0,              1
"Severe_Combined_Immunodeficiency"                   , "regular" ,           1,            0,              1
"Sickle_Cell_Anemia"                                 , "regular" ,           1,            0,              1
"Skeletal_dysplasia"                                 , "regular" ,           1,            0,              1
"Skin_Diseases_Genetic"                              , "regular" ,           1,            0,              1
"Spastic_Paraplegia_Hereditary"                      , "regular" ,           1,            0,              1
"Tay_Sachs_Disease"                                  , "regular" ,           1,            0,              1
"Werner_Syndrome"                                    , "regular" ,           1,            0,              1
"Wiskott_Aldrich_Syndrome"                           , "regular" ,           1,            0,              1
"X_linked_agammaglobulinemia"                        , "regular" ,           1,            0,              1
"beta_Thalassemia"                                   , "regular" ,           1,            0,              1
"skin_disorder"                                      , "regular" ,           1,            0,              1
"Mycobacterium_avium_Complex"                        , "regular" ,           0,            1,              1
"Mycotoxins"                                         , "regular" ,           0,            1,              1
"NF_kappa_B"                                         , "regular" ,           0,            1,              1
"NG_Nitroarginine_Methyl_Ester"                      , "regular" ,           0,            1,              1
"NOS3_protein_human_NOS3"                            , "regular" ,           0,            1,              1
"N_Methylaspartate"                                  , "regular" ,           0,            1,              1
"Naloxone"                                           , "regular" ,           0,            1,              1
"Neisseria_meningitidis"                             , "regular" ,           0,            1,              1
"Nematoda"                                           , "regular" ,           0,            1,              1
"Intussusception"                                    , "regular" ,           1,            0,              1
"Tumor_induced_osteomalacia"                         , "regular" ,           1,            0,              1
"Nephrectomy"                                        , "regular" ,           0,            1,              1
"Neurotoxins"                                        , "regular" ,           0,            1,              1
"Nicotine"                                           , "regular" ,           0,            1,              1
"Vasodilation"                                       , "regular" ,           1,            0,              1
"Vasodilation_disorder"                              , "regular" ,           1,            0,              1
"Noncommunicable_Diseases"                           , "regular" ,           0,            1,              1
"Nontuberculous_Mycobacteria"                        , "regular" ,           0,            1,              1
"ORDER_SPIROCHAETALES"                               , "regular" ,           0,            1,              1
"Azoospermia"                                        , "regular" ,           1,            0,              1
"Excessive_tearing"                                  , "regular" ,           1,            0,              1
"Hepatic_Vein_Thrombosis"                            , "regular" ,           1,            0,              1
"Hydronephrosis"                                     , "regular" ,           1,            0,              1
"Superior_Vena_Cava_Syndrome"                        , "regular" ,           1,            0,              1
"Occupational_Exposure"                              , "regular" ,           0,            1,              1
"Oncogenes"                                          , "regular" ,           0,            1,              1
"Opportunistic_Infections"                           , "regular" ,           0,            1,              1
"Organism"                                           , "regular" ,           0,            1,              1
"Orthomyxoviridae"                                   , "regular" ,           0,            1,              1
"Ovariectomy"                                        , "regular" ,           0,            1,              1
"Overnutrition"                                      , "regular" ,           0,            1,              1
"Age_related_macular_degeneration"                   , "regular" ,           1,            0,              1
"Infertility_Male"                                   , "regular" ,           1,            0,              1
"Ozone"                                              , "regular" ,           0,            1,              1
"Palmitates"                                         , "regular" ,           0,            1,              1
"Pandemics"                                          , "regular" ,           0,            1,              1
"Paraquat"                                           , "regular" ,           0,            1,              1
"Pathogenesis"                                       , "regular" ,           0,            1,              1
"Pathogenic_organism"                                , "regular" ,           0,            1,              1
"Pathologic_Processes"                               , "regular" ,           0,            1,              1
"Experimental_Autoimmune_Encephalomyelitis"          , "regular" ,           1,            0,              1
"Periodontitis"                                      , "regular" ,           0,            1,              1
"Peritonitis"                                        , "regular" ,           0,            1,              1
"Peroxides"                                          , "regular" ,           0,            1,              1
"Pesticides"                                         , "regular" ,           0,            1,              1
"Absence_of_pain_sensation"                          , "regular" ,           1,            0,              1
"Addictive_Behavior"                                 , "regular" ,           1,            0,              1
"Adverse_drug_effect"                                , "regular" ,           1,            0,              1
"Adverse_reactions"                                  , "regular" ,           1,            0,              1
"Allergic_Reaction"                                  , "regular" ,           1,            0,              1
"Anemia_Hemolytic"                                   , "regular" ,           1,            0,              1
"Body_Weight_decreased"                              , "regular" ,           1,            0,              1
"Bradycardia"                                        , "regular" ,           1,            0,              1
"Cell_Cycle_Arrest"                                  , "regular" ,           1,            0,              1
"Delirium"                                           , "regular" ,           1,            0,              1
"Drug_Induced_Liver_Disease"                         , "regular" ,           1,            0,              1
"Exanthema"                                          , "regular" ,           1,            0,              1
"Falls"                                              , "regular" ,           1,            0,              1
"Fever"                                              , "regular" ,           1,            0,              1
"Hyponatremia"                                       , "regular" ,           1,            0,              1
"Hypotension"                                        , "regular" ,           1,            0,              1
"Lack_of_sensation"                                  , "regular" ,           1,            0,              1
"Nausea"                                             , "regular" ,           1,            0,              1
"Poisoning"                                          , "regular" ,           1,            0,              1
"Torsades_de_Pointes"                                , "regular" ,           1,            0,              1
"Toxic_nephropathy"                                  , "regular" ,           1,            0,              1
"Vomiting"                                           , "regular" ,           1,            0,              1
"Weight_Gain"                                        , "regular" ,           1,            0,              1
"Xerostomia"                                         , "regular" ,           1,            0,              1
"hemolysis"                                          , "regular" ,           1,            0,              1
"Phytoplasma"                                        , "regular" ,           0,            1,              1
"Plasmodiophora_brassicae"                           , "regular" ,           0,            1,              1
"Plasmodium"                                         , "regular" ,           0,            1,              1
"Polymorphism_Genetic"                               , "regular" ,           0,            1,              1
"Polyomavirus"                                       , "regular" ,           0,            1,              1
"Porcine_respiratory_and_reproductive_syndrome_virus", "regular" ,           0,            1,              1
"Postoperative_Complications"                        , "regular" ,           0,            1,              1
"Premature_Birth"                                    , "regular" ,           0,            1,              1
"Prevention"                                         , "regular" ,           0,            1,              1
"Anabolism"                                          , "regular" ,           1,            0,              1
"Antibody_Formation"                                 , "regular" ,           1,            0,              1
"Immunity"                                           , "regular" ,           1,            0,              1
"Protozoa"                                           , "regular" ,           0,            1,              1
"Protozoan_parasite"                                 , "regular" ,           0,            1,              1
"Pseudomonas_aeruginosa"                             , "regular" ,           0,            1,              1
"Pulmonary_Embolism"                                 , "regular" ,           0,            1,              1
"Pulmonary_Fibrosis"                                 , "regular" ,           0,            1,              1
"Pulmonary_Thromboembolisms"                         , "regular" ,           0,            1,              1
"Pyricularia_oryzae"                                 , "regular" ,           0,            1,              1
"Pyroglyphidae"                                      , "regular" ,           0,            1,              1
"RNA"                                                , "regular" ,           0,            1,              1
"RNA_Untranslated"                                   , "regular" ,           0,            1,              1
"RNA_Viruses"                                        , "regular" ,           0,            1,              1
"ROS1"                                               , "regular" ,           0,            1,              1
"ROS1_wt_Allele_ROS1"                                , "regular" ,           0,            1,              1
"Ralstonia_solanacearum"                             , "regular" ,           0,            1,              1
"Reconstructive_Surgical_Procedures"                 , "regular" ,           0,            1,              1
"Recurrence"                                         , "regular" ,           0,            1,              1
"Hypertension_Renovascular"                          , "regular" ,           1,            0,              1
"Renal_vascular_disorders_NOS"                       , "regular" ,           0,            1,              1
"Respiration_Disorders"                              , "regular" ,           0,            1,              1
"Respiratory_Insufficiency"                          , "regular" ,           0,            1,              1
"Respiratory_Tract_Infections"                       , "regular" ,           0,            1,              1
"Respiratory_complication"                           , "regular" ,           0,            1,              1
"Rhabdomyolysis"                                     , "regular" ,           0,            1,              1
"Rhizobium_radiobacter"                              , "regular" ,           0,            1,              1
"Rotavirus"                                          , "regular" ,           0,            1,              1
"Rous_sarcoma_virus"                                 , "regular" ,           0,            1,              1
"SARS_coronavirus"                                   , "regular" ,           0,            1,              1
"Salmonella"                                         , "regular" ,           0,            1,              1
"Salmonella_typhimurium"                             , "regular" ,           0,            1,              1
"Sclerotinia_sclerotiorum"                           , "regular" ,           0,            1,              1
"Septic_Shock"                                       , "regular" ,           0,            1,              1
"Serum"                                              , "regular" ,           0,            1,              1
"Shock_Cardiogenic"                                  , "regular" ,           0,            1,              1
"Shock_Hemorrhagic"                                  , "regular" ,           0,            1,              1
"Silicon_Dioxide"                                    , "regular" ,           0,            1,              1
"Simian_virus_40"                                    , "regular" ,           0,            1,              1
"Simplexvirus"                                       , "regular" ,           0,            1,              1
"Single_Nucleotide_Polymorphism"                     , "regular" ,           0,            1,              1
"Sodium"                                             , "regular" ,           0,            1,              1
"Sodium_Chloride_Dietary"                            , "regular" ,           0,            1,              1
"Sodium_Glutamate"                                   , "regular" ,           0,            1,              1
"Sodium_Urate_Monohydrate"                           , "regular" ,           0,            1,              1
"Soil"                                               , "regular" ,           0,            1,              1
"Somatic_mutation"                                   , "regular" ,           0,            1,              1
"Spastic_syndrome"                                   , "regular" ,           0,            1,              1
"Spinal_Cord_Injuries"                               , "regular" ,           0,            1,              1
"Starvation"                                         , "regular" ,           0,            1,              1
"Status_Epilepticus"                                 , "regular" ,           0,            1,              1
"Stenosis"                                           , "regular" ,           0,            1,              1
"Steroids"                                           , "regular" ,           0,            1,              1
"Stillbirth"                                         , "regular" ,           0,            1,              1
"Stimulus"                                           , "regular" ,           0,            1,              1
"Streptococcus"                                      , "regular" ,           0,            1,              1
"Streptococcus_Group_B"                              , "regular" ,           0,            1,              1
"Streptococcus_pyogenes"                             , "regular" ,           0,            1,              1
"Diabetic_Cardiomyopathies"                          , "regular" ,           1,            0,              1
"Diabetic_Neuropathies"                              , "regular" ,           1,            0,              1
"Diabetic_Retinopathy"                               , "regular" ,           1,            0,              1
"diabetic"                                           , "regular" ,           1,            0,              1
"Dependence"                                         , "regular" ,           1,            0,              1
"Subarachnoid_Hemorrhage"                            , "regular" ,           0,            1,              1
"Sudden_infant_death_syndrome"                       , "regular" ,           0,            1,              1
"Sulfonic_Acids"                                     , "regular" ,           0,            1,              1
"Superoxides"                                        , "regular" ,           0,            1,              1
"Systolic_dysfunction"                               , "regular" ,           0,            1,              1
"TGFB1_protein_human_TGFB1"                          , "regular" ,           0,            1,              1
"TLR4_protein_human_TLR4"                            , "regular" ,           0,            1,              1
"Tachycardia"                                        , "regular" ,           0,            1,              1
"Tachycardia_Ventricular"                            , "regular" ,           0,            1,              1
"Tetradecanoylphorbol_Acetate"                       , "regular" ,           0,            1,              1
"Diastasis"                                          , "regular" ,           1,            0,              1
"Dyskinetic_syndrome"                                , "regular" ,           1,            0,              1
"Growth_arrest"                                      , "regular" ,           1,            0,              1
"Growth_retardation"                                 , "regular" ,           1,            0,              1
"Hyperplasia"                                        , "regular" ,           1,            0,              1
"Hyperthyroidism"                                    , "regular" ,           1,            0,              1
"Hypothyroidism"                                     , "regular" ,           1,            0,              1
"Immune_Tolerance"                                   , "regular" ,           1,            0,              1
"Myelosuppression"                                   , "regular" ,           1,            0,              1
"Neutropenia"                                        , "regular" ,           1,            0,              1
"Thioacetamide"                                      , "regular" ,           0,            1,              1
"Thromboembolism"                                    , "regular" ,           0,            1,              1
"Thrombophilia"                                      , "regular" ,           0,            1,              1
"Thrombosis_of_cerebral_veins"                       , "regular" ,           0,            1,              1
"Tissue_damage"                                      , "regular" ,           0,            1,              1
"Tobacco"                                            , "regular" ,           0,            1,              1
"Toll_like_receptors"                                , "regular" ,           0,            1,              1
"Tourniquets"                                        , "regular" ,           0,            1,              1
"Toxoplasma_gondii"                                  , "regular" ,           0,            1,              1
"Transforming_Growth_Factor_beta"                    , "regular" ,           0,            1,              1
"Transplantation"                                    , "regular" ,           0,            1,              1
"Trinucleotide_Repeat_Expansion"                     , "regular" ,           0,            1,              1
"Trypanosoma"                                        , "regular" ,           0,            1,              1
"Trypanosoma_cruzi"                                  , "regular" ,           0,            1,              1
"Tumor_Necrosis_Factor_alpha_TNF"                    , "regular" ,           0,            1,              1
"Tumor_Suppressor_Genes"                             , "regular" ,           0,            1,              1
"Turpentine"                                         , "regular" ,           0,            1,              1
"Ureteral_obstruction"                               , "regular" ,           0,            1,              1
"Vaccines"                                           , "regular" ,           0,            1,              1
"Vascular_Diseases"                                  , "regular" ,           0,            1,              1
"Vascular_occlusion"                                 , "regular" ,           0,            1,              1
"Vasospasm"                                          , "regular" ,           0,            1,              1
"Venoms"                                             , "regular" ,           0,            1,              1
"Venous_Thromboembolism"                             , "regular" ,           0,            1,              1
"Ventricular_Dysfunction_Left"                       , "regular" ,           0,            1,              1
"Vertebral_Artery_Dissection"                        , "regular" ,           0,            1,              1
"Vibrio_cholerae"                                    , "regular" ,           0,            1,              1
"Virulence_Factors"                                  , "regular" ,           0,            1,              1
"Vitamin_K_3"                                        , "regular" ,           0,            1,              1
"Water"                                              , "regular" ,           0,            1,              1
"West_Nile_virus"                                    , "regular" ,           0,            1,              1
"Xylella_fastidiosa"                                 , "regular" ,           0,            1,              1
"Yersinia_pestis"                                    , "regular" ,           0,            1,              1
"Zearalenone"                                        , "regular" ,           0,            1,              1
"Zymosan"                                            , "regular" ,           0,            1,              1
"acetaminophen"                                      , "regular" ,           0,            1,              1
"adenoma"                                            , "regular" ,           0,            1,              1
"agonists"                                           , "regular" ,           0,            1,              1
"alanosine"                                          , "regular" ,           0,            1,              1
