from,to,subject_cui,object_cui,pmid,pmid_url,sentence
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,The present study was designed to investigate neuroprotective mechanism and therapeutic potential of evodiamine against intracerebroventricular streptozotocin (ICV-STZ)-induced experimental sporadic Alzheimer's disease in mice.
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,Daily oral administration with evodiamine (50 or 100 mg/kg per day) starting from the first dose of STZ for 21 days showed an improvement in STZ induced cognitive deficits as assessed by novel object recognition and Morris water maze test.
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,The present study was designed to investigate neuroprotective mechanism and therapeutic potential of evodiamine against intracerebroventricular streptozotocin (ICV-STZ)-induced experimental sporadic Alzheimer's disease in mice.
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,Daily oral administration with evodiamine (50 or 100 mg/kg per day) starting from the first dose of STZ for 21 days showed an improvement in STZ induced cognitive deficits as assessed by novel object recognition and Morris water maze test.
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,The present study was designed to investigate neuroprotective mechanism and therapeutic potential of evodiamine against intracerebroventricular streptozotocin (ICV-STZ)-induced experimental sporadic Alzheimer's disease in mice.
Streptozocin,Alzheimers,C0038432,C0002395,29765479,https://pubmed.ncbi.nlm.nih.gov/29765479,Daily oral administration with evodiamine (50 or 100 mg/kg per day) starting from the first dose of STZ for 21 days showed an improvement in STZ induced cognitive deficits as assessed by novel object recognition and Morris water maze test.
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Moreover, prominent declines in oxidative stress, neuro-inflammation, and apoptotic parameters were recorded upon its injection in STZ-induced SAD mouse model."
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Furthermore, it could be concluded that formoterol was capable of combating STZ-induced neuro-inflammation and retarding the development of the main pathological hallmarks of AD through glycogen synthase kinase-3 deactivation."
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Moreover, prominent declines in oxidative stress, neuro-inflammation, and apoptotic parameters were recorded upon its injection in STZ-induced SAD mouse model."
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Furthermore, it could be concluded that formoterol was capable of combating STZ-induced neuro-inflammation and retarding the development of the main pathological hallmarks of AD through glycogen synthase kinase-3 deactivation."
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Moreover, prominent declines in oxidative stress, neuro-inflammation, and apoptotic parameters were recorded upon its injection in STZ-induced SAD mouse model."
Streptozocin,Alzheimers,C0038432,C0002395,29782959,https://pubmed.ncbi.nlm.nih.gov/29782959,"Furthermore, it could be concluded that formoterol was capable of combating STZ-induced neuro-inflammation and retarding the development of the main pathological hallmarks of AD through glycogen synthase kinase-3 deactivation."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"Fasudil hydrochloride ameliorates memory deficits in rat model of streptozotocin-induced Alzheimer's disease: Involvement of PI3-kinase, eNOS and NFkappaB."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"MWM and NORT showed that fasudil (300 MUg/kg, ICV) averted the STZ-ICV (3 mg/kg) induced memory dysfunctions in rats."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"Fasudil hydrochloride ameliorates memory deficits in rat model of streptozotocin-induced Alzheimer's disease: Involvement of PI3-kinase, eNOS and NFkappaB."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"MWM and NORT showed that fasudil (300 MUg/kg, ICV) averted the STZ-ICV (3 mg/kg) induced memory dysfunctions in rats."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"Fasudil hydrochloride ameliorates memory deficits in rat model of streptozotocin-induced Alzheimer's disease: Involvement of PI3-kinase, eNOS and NFkappaB."
Streptozocin,Alzheimers,C0038432,C0002395,29807069,https://pubmed.ncbi.nlm.nih.gov/29807069,"MWM and NORT showed that fasudil (300 MUg/kg, ICV) averted the STZ-ICV (3 mg/kg) induced memory dysfunctions in rats."
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,Injection of L-T4 (10 MUg/kg) alleviated memory deficits and also improved factors of oxidative stress and BDNF level in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,The effect of levothyroxine (L-T4) on the learning and memory impairment induced by streptozotocin (STZ) and brain tissue oxidative damage in rats was evaluated.
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,Injection of L-T4 (10 MUg/kg) alleviated memory deficits and also improved factors of oxidative stress and BDNF level in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,The effect of levothyroxine (L-T4) on the learning and memory impairment induced by streptozotocin (STZ) and brain tissue oxidative damage in rats was evaluated.
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,Injection of L-T4 (10 MUg/kg) alleviated memory deficits and also improved factors of oxidative stress and BDNF level in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,29927658,https://pubmed.ncbi.nlm.nih.gov/29927658,The effect of levothyroxine (L-T4) on the learning and memory impairment induced by streptozotocin (STZ) and brain tissue oxidative damage in rats was evaluated.
Streptozocin,Alzheimers,C0038432,C0002395,30014576,https://pubmed.ncbi.nlm.nih.gov/30014576,Intracerebroventricular streptozotocin-induced Alzheimer's disease-like sleep disorders in rats: Role of the GABAergic system in the parabrachial complex.
Streptozocin,Alzheimers,C0038432,C0002395,30014576,https://pubmed.ncbi.nlm.nih.gov/30014576,Intracerebroventricular streptozotocin-induced Alzheimer's disease-like sleep disorders in rats: Role of the GABAergic system in the parabrachial complex.
Streptozocin,Alzheimers,C0038432,C0002395,30014576,https://pubmed.ncbi.nlm.nih.gov/30014576,Intracerebroventricular streptozotocin-induced Alzheimer's disease-like sleep disorders in rats: Role of the GABAergic system in the parabrachial complex.
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"The therapeutic effect of bergenin supplementation for 28 days, at three dose levels, was also evaluated in streptozotocin (3 mg/kg, ICV, unilateral) induced AD model in Wistar rats using Morris water maze and Y maze on 7th, 14th, 21st and 28th days."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"Pretreatment with bergenin (14 days) in rats at three dose levels (20, 40 and 80 mg/kg; p.o.) significantly (p < 0.01) and dose-dependently alleviated amnesia induced by scopolamine (2 mg/kg, i.p.)."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,It also led to dose-dependent prevention of NMDA induced toxicity in these cells.
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"The therapeutic effect of bergenin supplementation for 28 days, at three dose levels, was also evaluated in streptozotocin (3 mg/kg, ICV, unilateral) induced AD model in Wistar rats using Morris water maze and Y maze on 7th, 14th, 21st and 28th days."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"Pretreatment with bergenin (14 days) in rats at three dose levels (20, 40 and 80 mg/kg; p.o.) significantly (p < 0.01) and dose-dependently alleviated amnesia induced by scopolamine (2 mg/kg, i.p.)."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,It also led to dose-dependent prevention of NMDA induced toxicity in these cells.
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"The therapeutic effect of bergenin supplementation for 28 days, at three dose levels, was also evaluated in streptozotocin (3 mg/kg, ICV, unilateral) induced AD model in Wistar rats using Morris water maze and Y maze on 7th, 14th, 21st and 28th days."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,"Pretreatment with bergenin (14 days) in rats at three dose levels (20, 40 and 80 mg/kg; p.o.) significantly (p < 0.01) and dose-dependently alleviated amnesia induced by scopolamine (2 mg/kg, i.p.)."
Streptozocin,Alzheimers,C0038432,C0002395,30118774,https://pubmed.ncbi.nlm.nih.gov/30118774,It also led to dose-dependent prevention of NMDA induced toxicity in these cells.
Streptozocin,Alzheimers,C0038432,C0002395,30171934,https://pubmed.ncbi.nlm.nih.gov/30171934,The observations were further confirmed by in vivo therapeutic effects in streptozotocin (STZ)-induced SAD rats in the context of altered biochemical and behavioral features.
Streptozocin,Alzheimers,C0038432,C0002395,30171934,https://pubmed.ncbi.nlm.nih.gov/30171934,The observations were further confirmed by in vivo therapeutic effects in streptozotocin (STZ)-induced SAD rats in the context of altered biochemical and behavioral features.
Streptozocin,Alzheimers,C0038432,C0002395,30171934,https://pubmed.ncbi.nlm.nih.gov/30171934,The observations were further confirmed by in vivo therapeutic effects in streptozotocin (STZ)-induced SAD rats in the context of altered biochemical and behavioral features.
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"This study showed, for the first time, that the administration of an endocannabinoid can prevent AD-like effects induced by STZ, boosting further investigations about the modulation of endocannabinoid levels as a therapeutic approach for AD."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Our hypothesis is that AEA could interact with HSP70, modulating the level of p-tau and synaptic proteins, preventing STZ-induced cognitive impairments."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Altogether, albeit AEA failed to modify some AD-like neurochemical alterations, it partially prevented STZ-induced cognitive impairments, changes in synaptic markers and ventricle enlargement."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Moreover, AEA prevented recognition and non-associative emotional memory impairments induced by STZ, but did not influence tone fear conditioning."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"This study showed, for the first time, that the administration of an endocannabinoid can prevent AD-like effects induced by STZ, boosting further investigations about the modulation of endocannabinoid levels as a therapeutic approach for AD."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Our hypothesis is that AEA could interact with HSP70, modulating the level of p-tau and synaptic proteins, preventing STZ-induced cognitive impairments."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Altogether, albeit AEA failed to modify some AD-like neurochemical alterations, it partially prevented STZ-induced cognitive impairments, changes in synaptic markers and ventricle enlargement."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Moreover, AEA prevented recognition and non-associative emotional memory impairments induced by STZ, but did not influence tone fear conditioning."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"This study showed, for the first time, that the administration of an endocannabinoid can prevent AD-like effects induced by STZ, boosting further investigations about the modulation of endocannabinoid levels as a therapeutic approach for AD."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Our hypothesis is that AEA could interact with HSP70, modulating the level of p-tau and synaptic proteins, preventing STZ-induced cognitive impairments."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Altogether, albeit AEA failed to modify some AD-like neurochemical alterations, it partially prevented STZ-induced cognitive impairments, changes in synaptic markers and ventricle enlargement."
Streptozocin,Alzheimers,C0038432,C0002395,30333717,https://pubmed.ncbi.nlm.nih.gov/30333717,"Moreover, AEA prevented recognition and non-associative emotional memory impairments induced by STZ, but did not influence tone fear conditioning."
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,Impaired chemoreflex correlates with decreased c-Fos in respiratory brainstem centers of the streptozotocin-induced Alzheimer's disease rat model.
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,The results of this study document a region-specific impact of STZ-induced AD in respiratory brainstem nuclei.
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,Impaired chemoreflex correlates with decreased c-Fos in respiratory brainstem centers of the streptozotocin-induced Alzheimer's disease rat model.
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,The results of this study document a region-specific impact of STZ-induced AD in respiratory brainstem nuclei.
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,Impaired chemoreflex correlates with decreased c-Fos in respiratory brainstem centers of the streptozotocin-induced Alzheimer's disease rat model.
Streptozocin,Alzheimers,C0038432,C0002395,30359566,https://pubmed.ncbi.nlm.nih.gov/30359566,The results of this study document a region-specific impact of STZ-induced AD in respiratory brainstem nuclei.
Streptozocin,Alzheimers,C0038432,C0002395,30481507,https://pubmed.ncbi.nlm.nih.gov/30481507,"As cholesterol modifying agents have been supposed to alter AD like pathologies, the current study was designed to investigate the possible neuroprotective and therapeutic potential of ALN against ICV STZ induced experimental sporadic AD (SAD) in mice in a non-cholesterol dependent manner, using donepezil (5 mg/kg) as a reference standard."
Streptozocin,Alzheimers,C0038432,C0002395,30481507,https://pubmed.ncbi.nlm.nih.gov/30481507,"As cholesterol modifying agents have been supposed to alter AD like pathologies, the current study was designed to investigate the possible neuroprotective and therapeutic potential of ALN against ICV STZ induced experimental sporadic AD (SAD) in mice in a non-cholesterol dependent manner, using donepezil (5 mg/kg) as a reference standard."
Streptozocin,Alzheimers,C0038432,C0002395,30481507,https://pubmed.ncbi.nlm.nih.gov/30481507,"As cholesterol modifying agents have been supposed to alter AD like pathologies, the current study was designed to investigate the possible neuroprotective and therapeutic potential of ALN against ICV STZ induced experimental sporadic AD (SAD) in mice in a non-cholesterol dependent manner, using donepezil (5 mg/kg) as a reference standard."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"The aim of the present study was to investigate whether ebselen (1-10 mg/kg), a multifunctional selenoorganic compound, ameliorates memory impairment, hippocampal oxidative stress, apoptosis and cell proliferation in a mouse model of sporadic AD induced by icv STZ (3 mg/kg, 1 MUl/min)."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,The drug discovery to treat AD consists to develop compounds able to act in multiple molecular targets involved in the pathogenesis of the disease and the repositioning of old drugs for new application.
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"In conclusion, the multifunctional selenoorganic compound ebselen was effective to reverse memory impairment, hippocampal oxidative stress and apoptosis in a mouse model of sporadic AD induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"Although ebselen reversed memory impairment, it was ineffective against the reduction in the number of BrdU positive cells induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"The aim of the present study was to investigate whether ebselen (1-10 mg/kg), a multifunctional selenoorganic compound, ameliorates memory impairment, hippocampal oxidative stress, apoptosis and cell proliferation in a mouse model of sporadic AD induced by icv STZ (3 mg/kg, 1 MUl/min)."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,The drug discovery to treat AD consists to develop compounds able to act in multiple molecular targets involved in the pathogenesis of the disease and the repositioning of old drugs for new application.
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"In conclusion, the multifunctional selenoorganic compound ebselen was effective to reverse memory impairment, hippocampal oxidative stress and apoptosis in a mouse model of sporadic AD induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"Although ebselen reversed memory impairment, it was ineffective against the reduction in the number of BrdU positive cells induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"The aim of the present study was to investigate whether ebselen (1-10 mg/kg), a multifunctional selenoorganic compound, ameliorates memory impairment, hippocampal oxidative stress, apoptosis and cell proliferation in a mouse model of sporadic AD induced by icv STZ (3 mg/kg, 1 MUl/min)."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,The drug discovery to treat AD consists to develop compounds able to act in multiple molecular targets involved in the pathogenesis of the disease and the repositioning of old drugs for new application.
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"In conclusion, the multifunctional selenoorganic compound ebselen was effective to reverse memory impairment, hippocampal oxidative stress and apoptosis in a mouse model of sporadic AD induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30521994,https://pubmed.ncbi.nlm.nih.gov/30521994,"Although ebselen reversed memory impairment, it was ineffective against the reduction in the number of BrdU positive cells induced by icv STZ."
Streptozocin,Alzheimers,C0038432,C0002395,30641081,https://pubmed.ncbi.nlm.nih.gov/30641081,"Twelve days after AD induction by streptozotocin (STZ), animals received either vehicle or MK-801 (NMDA receptor antagonist) in the hippocampus for 10 days."
Streptozocin,Alzheimers,C0038432,C0002395,30641081,https://pubmed.ncbi.nlm.nih.gov/30641081,"Twelve days after AD induction by streptozotocin (STZ), animals received either vehicle or MK-801 (NMDA receptor antagonist) in the hippocampus for 10 days."
Streptozocin,Alzheimers,C0038432,C0002395,30641081,https://pubmed.ncbi.nlm.nih.gov/30641081,"Twelve days after AD induction by streptozotocin (STZ), animals received either vehicle or MK-801 (NMDA receptor antagonist) in the hippocampus for 10 days."
Streptozocin,Alzheimers,C0038432,C0002395,30684605,https://pubmed.ncbi.nlm.nih.gov/30684605,This study aimed at investigating the protective effect of NAD-299 (the selective 5-HT1A receptor antagonist) and TCB-2 (the potent5-HT2A receptor agonist) on the hippocampal oxidative stress biomarkers and the number of intact neurons in streptozotocin (STZ)-induced Alzheimer's disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,30684605,https://pubmed.ncbi.nlm.nih.gov/30684605,This study aimed at investigating the protective effect of NAD-299 (the selective 5-HT1A receptor antagonist) and TCB-2 (the potent5-HT2A receptor agonist) on the hippocampal oxidative stress biomarkers and the number of intact neurons in streptozotocin (STZ)-induced Alzheimer's disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,30684605,https://pubmed.ncbi.nlm.nih.gov/30684605,This study aimed at investigating the protective effect of NAD-299 (the selective 5-HT1A receptor antagonist) and TCB-2 (the potent5-HT2A receptor agonist) on the hippocampal oxidative stress biomarkers and the number of intact neurons in streptozotocin (STZ)-induced Alzheimer's disease in rats.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,AD was induced by intracerebroventricular injection of 3 mg/kg STZ.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,Administration of hCG ameliorated the lowered density of hCG receptor-ir neurons in the cerebellum and prefrontal cortex in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,We investigated the effects of different doses of hCG on hCG receptor density in the prefrontal cortex and cerebellum in a rat model of STZ-induced AD.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,AD was induced by intracerebroventricular injection of 3 mg/kg STZ.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,Administration of hCG ameliorated the lowered density of hCG receptor-ir neurons in the cerebellum and prefrontal cortex in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,We investigated the effects of different doses of hCG on hCG receptor density in the prefrontal cortex and cerebellum in a rat model of STZ-induced AD.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,AD was induced by intracerebroventricular injection of 3 mg/kg STZ.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,Administration of hCG ameliorated the lowered density of hCG receptor-ir neurons in the cerebellum and prefrontal cortex in STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,30760053,https://pubmed.ncbi.nlm.nih.gov/30760053,We investigated the effects of different doses of hCG on hCG receptor density in the prefrontal cortex and cerebellum in a rat model of STZ-induced AD.
Streptozocin,Alzheimers,C0038432,C0002395,31040784,https://pubmed.ncbi.nlm.nih.gov/31040784,"Apelin-13 was found to significantly ameliorate STZ-induced AD-like phenotypes including congnitive deficit, cholinergic disfunction and the damage of neuron and synaptic plasticity."
Streptozocin,Alzheimers,C0038432,C0002395,31040784,https://pubmed.ncbi.nlm.nih.gov/31040784,"Apelin-13 was found to significantly ameliorate STZ-induced AD-like phenotypes including congnitive deficit, cholinergic disfunction and the damage of neuron and synaptic plasticity."
Streptozocin,Alzheimers,C0038432,C0002395,31040784,https://pubmed.ncbi.nlm.nih.gov/31040784,"Apelin-13 was found to significantly ameliorate STZ-induced AD-like phenotypes including congnitive deficit, cholinergic disfunction and the damage of neuron and synaptic plasticity."
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,Docosahexaenoic Acid Increases the Potency of Soluble Epoxide Hydrolase Inhibitor in Alleviating Streptozotocin-Induced Alzheimer's Disease-Like Complications of Diabetes.
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,"Also, we evaluated the effect of edaravone, an antioxidant on diabetes-induced Alzheimer's-like complications and the additive effect of docosahexaenoic acid (DHA) on the efficacy of TPPU."
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,Docosahexaenoic Acid Increases the Potency of Soluble Epoxide Hydrolase Inhibitor in Alleviating Streptozotocin-Induced Alzheimer's Disease-Like Complications of Diabetes.
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,"Also, we evaluated the effect of edaravone, an antioxidant on diabetes-induced Alzheimer's-like complications and the additive effect of docosahexaenoic acid (DHA) on the efficacy of TPPU."
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,Docosahexaenoic Acid Increases the Potency of Soluble Epoxide Hydrolase Inhibitor in Alleviating Streptozotocin-Induced Alzheimer's Disease-Like Complications of Diabetes.
Streptozocin,Alzheimers,C0038432,C0002395,31068802,https://pubmed.ncbi.nlm.nih.gov/31068802,"Also, we evaluated the effect of edaravone, an antioxidant on diabetes-induced Alzheimer's-like complications and the additive effect of docosahexaenoic acid (DHA) on the efficacy of TPPU."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"To further our studies, the protective effect of QTC-4-MeOBnE (0.1 and 1 mg/kg for 20 days) on STZ-induced sporadic AD mice was determined."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"QTC-4-MeOBnE pretreatment attenuated cognitive and memory deficit induced by STZ in an object recognition test, Y-maze, social recognition test and step-down passive avoidance."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"To further our studies, the protective effect of QTC-4-MeOBnE (0.1 and 1 mg/kg for 20 days) on STZ-induced sporadic AD mice was determined."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"QTC-4-MeOBnE pretreatment attenuated cognitive and memory deficit induced by STZ in an object recognition test, Y-maze, social recognition test and step-down passive avoidance."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"To further our studies, the protective effect of QTC-4-MeOBnE (0.1 and 1 mg/kg for 20 days) on STZ-induced sporadic AD mice was determined."
Streptozocin,Alzheimers,C0038432,C0002395,31086208,https://pubmed.ncbi.nlm.nih.gov/31086208,"QTC-4-MeOBnE pretreatment attenuated cognitive and memory deficit induced by STZ in an object recognition test, Y-maze, social recognition test and step-down passive avoidance."
Streptozocin,Alzheimers,C0038432,C0002395,31215291,https://pubmed.ncbi.nlm.nih.gov/31215291,"Here, the possible protective effect of ABA was evaluated in streptozotocin (STZ)-induced AD rat model which were injected intracerebroventriculary (i.c.v.) with STZ (3 mg/kg)."
Streptozocin,Alzheimers,C0038432,C0002395,31215291,https://pubmed.ncbi.nlm.nih.gov/31215291,"Here, the possible protective effect of ABA was evaluated in streptozotocin (STZ)-induced AD rat model which were injected intracerebroventriculary (i.c.v.) with STZ (3 mg/kg)."
Streptozocin,Alzheimers,C0038432,C0002395,31215291,https://pubmed.ncbi.nlm.nih.gov/31215291,"Here, the possible protective effect of ABA was evaluated in streptozotocin (STZ)-induced AD rat model which were injected intracerebroventriculary (i.c.v.) with STZ (3 mg/kg)."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In this study, the effects of yonk on cognitive behaviors as well as the pathological features in streptozotocin-induced SAD rat model were investigated."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In summary, these data suggested that yonk significantly reversed STZ-induced memory deficits by inhibiting the over-activation of microglia and astrocytes, as well as ameliorated the levels of pro-inflammatory makers and tau hyperphosphorylation through regulating GSK3beta signalling pathway."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In this study, the effects of yonk on cognitive behaviors as well as the pathological features in streptozotocin-induced SAD rat model were investigated."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In summary, these data suggested that yonk significantly reversed STZ-induced memory deficits by inhibiting the over-activation of microglia and astrocytes, as well as ameliorated the levels of pro-inflammatory makers and tau hyperphosphorylation through regulating GSK3beta signalling pathway."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In this study, the effects of yonk on cognitive behaviors as well as the pathological features in streptozotocin-induced SAD rat model were investigated."
Streptozocin,Alzheimers,C0038432,C0002395,31344367,https://pubmed.ncbi.nlm.nih.gov/31344367,"In summary, these data suggested that yonk significantly reversed STZ-induced memory deficits by inhibiting the over-activation of microglia and astrocytes, as well as ameliorated the levels of pro-inflammatory makers and tau hyperphosphorylation through regulating GSK3beta signalling pathway."
