"Node","Type","In_Degree","Out_Degree","Total_Degree","Betweenness","Closeness","PageRank","In_Cycle","SCC_ID","SCC_Size","cui","semtype"
"Sleep_Apnea_Obstructive","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,32,1,"C0520679","dsyn"
"streptozocin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,4,1,"C0038432","antb"
"streptozocin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,4,1,"C0038432","carb"
"streptozocin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,4,1,"C0038432","orch"
"Study_models","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,31,1,"C0026336","inpr"
"Study_models","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,31,1,"C0026336","resd"
"SUCLA2_gene_SUCLA2","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,35,1,NA,NA
"Symptoms","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C1457887","sosy"
"Syndrome","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,132,1,"C0039082","dsyn"
"tau_Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,3,1,"C0085401","gngm"
"tau_Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,3,1,"C0085401","aapp"
"tau_Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,3,1,"C0085401","bacs"
"tau_Proteins_MAPT","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,2,1,NA,NA
"Therapeutic_procedure","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,30,1,"C0087111","topp"
"Thromboembolism","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,142,1,"C0040038","patf"
"Thrombus","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,141,1,"C0087086","patf"
"Thrombus","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,141,1,"C0087086","dsyn"
"Thyrotoxicosis","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,29,1,"C0040156","dsyn"
"Toxic_effect","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,28,1,"C0600688","inpo"
"Transesophageal_cardiac_pacing_procedure","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,27,1,"C0472589","topp"
"Transient_Ischemic_Attack","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,140,1,"C0007787","dsyn"
"Traumatic_Brain_Injury","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,26,1,"C0876926","inpo"
"Vascular_Diseases","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,25,1,"C0042373","dsyn"
"vascular_factor","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,1,1,"C0078057","aapp"
"vascular_factor","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,1,1,"C0078057","gngm"
"Ventricular_Fibrillation","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,139,1,"C0042510","dsyn"
"Virus","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,24,1,"C0042776","virs"
"Zinc","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,23,1,"C0043481","bacs"
"Zinc","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,23,1,"C0043481","phsu"
"Zinc","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,23,1,"C0043481","elii"
