"Node","In_Degree","Out_Degree","Total_Degree","Betweenness"
"Obstetric_Labor_Premature",2,2,4,1.16708307083122e-05
"Periodontal_Diseases",3,1,4,0
"Isoflurane",0,4,4,0
"Kidney_Transplantation",0,4,4,0
"Lung_Diseases_Interstitial",1,3,4,9.64117847595336e-08
"Manganese",0,4,4,0
"Mercuric_chloride",0,4,4,0
"Methotrexate",0,4,4,0
"Mixture",0,4,4,0
"Monocrotaline",0,4,4,0
"Mucocutaneous_Lymph_Node_Syndrome",0,4,4,0
"Multiple_Myeloma",0,4,4,0
"Nephronophthisis",1,3,4,1.08114962626577e-07
"Polycystic_Kidney_Autosomal_Dominant",1,3,4,1.08114962626577e-07
"Polycystic_Kidney_Diseases",1,3,4,1.08114962626577e-07
"N_Methylaspartate",0,4,4,0
"melanoma",2,2,4,0
"Nutrients",0,4,4,0
"Ovalbumin",0,4,4,0
"Palmitates",0,4,4,0
"Particulate_Matter",0,4,4,0
"Chemotaxis",4,0,4,0
"Pesticides",0,4,4,0
"ROS1_wt_Allele_ROS1",0,4,4,0
"Saline",0,4,4,0
"Smoke",0,4,4,0
"Sodium",0,4,4,0
"TGFB1_protein_human_TGFB1",0,4,4,0
"Signal_Pathways",4,0,4,0
"Takayasu_s_Arteritis",0,4,4,0
"VEGF_protein_human_VEGFA",0,4,4,0
"Vascular_occlusion",0,4,4,0
"adenine",0,4,4,0
"arginine_methyl_ester",0,4,4,0
"glucose_high",0,4,4,0
"Paralysed",3,0,3,0
"ATM_gene_ATM",0,3,3,0
"Acetaminophen",0,3,3,0
"Acetate",0,3,3,0
"Acidosis",2,1,3,1.98751238021462e-09
"Acne",1,2,3,5.13921013713994e-06
"Acquired_Immunodeficiency_Syndrome",1,2,3,9.83524889731239e-08
"Acrolein",0,3,3,0
"Lesion_of_stomach",3,0,3,0
"Adrenal_Gland_Neoplasms",1,2,3,0
"Adrenal_gland_hypofunction",2,1,3,1.60767668088471e-07
"Adrenocortical_carcinoma",1,2,3,2.31876444358372e-08
"Aflatoxin_B1",0,3,3,0
"Allergic_Reaction",2,1,3,8.13532609867508e-09
"Anaphylaxis",2,1,3,8.13532609867508e-09
"Burn_injury",0,3,3,0
"Lysis",2,1,3,1.15938222179186e-08
"Meningitis",2,1,3,5.85053609747338e-08
"Air_Pollution",0,3,3,0
"Alport_s_syndrome",1,2,3,2.71620545247588e-08
"Osteomalacia",3,0,3,0
"Amyloid_deposition",1,2,3,6.56659280042711e-05
"Evaluation_procedure",3,0,3,0
"Senile_Plaques",3,0,3,0
"Amylin",0,3,3,0
"Analgesics",0,3,3,0
"Benign_prostatic_hypertrophy",3,0,3,0
"Malignant_neoplasm_of_prostate",2,1,3,5.22533567361591e-06
"Aneurysm_Dissecting",0,3,3,0
"Angiogenesis_Inhibitors",0,3,3,0
"Blood_Pressure",3,0,3,0
"Cardiac_fibrosis",2,1,3,0
"Antineoplastic_Agents",0,3,3,0
"Pancreatitis_Acute",2,1,3,2.31876444358372e-08
"Arsenic",0,3,3,0
"Ataxia",2,1,3,3.90603980914599e-09
"Autoantibodies",0,3,3,0
"BARRIER",0,3,3,0
"Biological_Response_Modifiers",0,3,3,0
"Bupivacaine",0,3,3,0
"CA2",0,3,3,0
"CADASIL",2,1,3,0
"Coronavirus_Infections",1,2,3,0
"Illness_finding",2,1,3,1.26478060559112e-09
"Sequela_of_disorder",1,2,3,8.81412105592667e-08
"Severe_Acute_Respiratory_Syndrome",1,2,3,0
"CRYGC_CRYGEP",0,3,3,0
"Teratogenesis",2,1,3,5.21721999806337e-08
"Calcitonin_Gene_Related_Peptide",0,3,3,0
"Contracture",3,0,3,0
"Hyperparathyroidism_Secondary",3,0,3,0
"Carbohydrates",0,3,3,0
"Carcinoma",1,2,3,0
"Cardiac_Death",2,1,3,0
"Cardiopulmonary_Bypass",0,3,3,0
"myocardium_injury",2,1,3,7.28012632595661e-08
"Cerebral_Amyloid_Angiopathy",0,3,3,0
"Cerebrospinal_Fluid",0,3,3,0
"Hemiparesis",3,0,3,0
"Movement",3,0,3,0
"Recovery",3,0,3,0
"Chronic_infectious_disease",0,3,3,0
"Chronic_lung_disease",1,2,3,1.08241996767615e-05
"Cirrhosis",2,1,3,1.98751238021462e-09
"Clonidine",0,3,3,0
"Renal_ischaemia",1,2,3,0
"Complement_System_Proteins",0,3,3,0
"Paraplegia",3,0,3,0
"Mitochondrial_Diseases",3,0,3,0
"Constituents",0,3,3,0
"Right_ventricular_failure",2,1,3,1.15938222179186e-08
"Corticotropin_POMC",0,3,3,0
"Cystic_Fibrosis",2,1,3,1.91852742893137e-09
"Movement_Disorders",3,0,3,0
"Dermatitis_Atopic",2,1,3,0
"Deterioration",0,3,3,0
"Cleft_Palate",3,0,3,0
"Neuropathic_pain",3,0,3,0
"Retinal_damage",3,0,3,0
"Animal_Disease_Models",3,0,3,0
"Dysbiosis",3,0,3,0
"Fatty_Liver_Disease",3,0,3,0
"Iron_deficiency_anemia",3,0,3,0
"insulin_sensitivity",2,1,3,0
"Dipyridamole",0,3,3,0
"Disease_Progression",2,1,3,3.98755417112533e-07
"Disseminated_Intravascular_Coagulation",1,2,3,1.03410871419045e-07
"Hyperparathyroidism_Primary",2,1,3,5.73145988869357e-06
"Neutropenia",1,2,3,1.35987689172579e-08
"Pancytopenia",2,1,3,5.57973444511619e-09
"Syncope",2,1,3,3.74053892481696e-07
"Urinary_tract_obstruction",0,3,3,0
"Wasting",2,1,3,3.18757053798569e-07
"comatose",2,1,3,2.19051043956132e-08
"Dobutamine",0,3,3,0
"Dyskinetic_syndrome",3,0,3,0
"Down_Syndrome",2,1,3,6.21892623769153e-05
"Dust",0,3,3,0
"Embolism_Paradoxical",0,3,3,0
"Endocrine_System_Diseases",0,3,3,0
"Abnormal_shape",3,0,3,0
"Platelet_aggregation",3,0,3,0
"Pulmonary_Thromboembolisms",1,2,3,7.53598444164709e-08
"Ventricular_Premature_Complexes",2,1,3,8.61660936196228e-07
"Escherichia_coli",0,3,3,0
"Estradiol",0,3,3,0
"Hyperprolactinemia",3,0,3,0
"Hypertriglyceridemia",3,0,3,0
"Sedation",2,1,3,4.63752888716744e-08
"Postoperative_Complications",2,1,3,7.21274654110143e-09
"Shock_Hemorrhagic",2,1,3,6.62504126738205e-09
"Febrile_neutropenia",1,2,3,1.35987689172579e-08
"Fluid_overload",1,2,3,3.10946311884577e-05
"Fluorides",0,3,3,0
"Formaldehyde",0,3,3,0
"Fracture",2,1,3,8.69536666343895e-09
"Freund_s_Adjuvant",0,3,3,0
"Lymphedema",2,1,3,6.70426957995116e-07
"Muscular_Dystrophy_Duchenne",2,1,3,8.24243045688697e-09
"Retinitis_Pigmentosa",1,2,3,6.06605599997189e-08
"Glutamates",0,3,3,0
"Diabetic_complications",3,0,3,0
"HIV_Infections",0,3,3,0
"Halothane",0,3,3,0
"Helicobacter_Infections",0,3,3,0
"Heme",0,3,3,0
"Nephrosclerosis",1,2,3,0
"IGA_Glomerulonephritis",0,3,3,0
"Immunosuppressive_Agents",0,3,3,0
"Implants",0,3,3,0
"Indomethacin",0,3,3,0
"destruction_bone",3,0,3,0
"Status_Epilepticus",1,2,3,1.17903276792392e-09
"Sepsis_Syndrome",2,1,3,2.92104092243663e-09
"Lipodystrophy",2,1,3,6.29378920401295e-08
"Weight_Gain",2,1,3,0
"Interleukin_2",0,3,3,0
"Interleukin_6",0,3,3,0
"Ferroptosis",3,0,3,0
"Kainate",0,3,3,0
"Graft_loss",3,0,3,0
"Malignant_hyperpyrexia_due_to_anesthesia",2,1,3,1.91852742893137e-09
"Left_ventricular_systolic_dysfunction",0,3,3,0
"Leukoencephalopathy",2,1,3,1.97090730883291e-07
"Leukopenia",2,1,3,4.92598762177594e-09
"Licorice",0,3,3,0
"Ligature",0,3,3,0
"Lipoproteins",0,3,3,0
"Liquid_substance",0,3,3,0
"Lupus_Nephritis",0,3,3,0
"Tauopathies",3,0,3,0
"MK_801",0,3,3,0
"Rickets",3,0,3,0
"Mechanical_ventilation",0,3,3,0
"Microplastics",0,3,3,0
"Hypopituitarism",3,0,3,0
"Primary_disease",1,2,3,3.66999940826872e-08
"Sickle_Cell_Anemia",1,2,3,1.91852742893137e-09
"Myocardial_rupture",2,1,3,1.65626031684551e-09
"NF_kappa_B",0,3,3,0
"NG_Nitroarginine_Methyl_Ester",0,3,3,0
"Facial_paralysis",3,0,3,0
"Tremor",2,1,3,9.93756190107308e-09
"Nitroglycerin",0,3,3,0
"Oxidation",0,3,3,0
"Ozone",0,3,3,0
"PLAT_gene_PLAT",0,3,3,0
"Palmitic_Acid",0,3,3,0
"Pathologic_Processes",0,3,3,0
"Bradycardia",3,0,3,0
"Phenytoin",0,3,3,0
"Pollutant",0,3,3,0
"Polycyclic_Hydrocarbons_Aromatic",0,3,3,0
"Pseudomonas_aeruginosa",0,3,3,0
"Pyrenes",0,3,3,0
"Quinolinic_Acid",0,3,3,0
"Rheumatic_Heart_Disease",0,3,3,0
"Rupture",0,3,3,0
"Silicon_Dioxide",0,3,3,0
"Sodium_Nitroprusside",0,3,3,0
"Staphylococcus_aureus",0,3,3,0
"Stents",0,3,3,0
"Sucrose",0,3,3,0
"TLR4_protein_human_TLR4",0,3,3,0
"Signal_Transduction_Pathways",3,0,3,0
"TP53_gene_TP53",0,3,3,0
"Thioacetamide",0,3,3,0
"Tourniquets",0,3,3,0
"Tumor_Necrosis_Factor_alpha_TNF",0,3,3,0
"Urethane",0,3,3,0
"Vaccination",0,3,3,0
"Valproic_Acid",0,3,3,0
"Vas_Occlusion",0,3,3,0
"Vertebral_Artery_Dissection",0,3,3,0
"Zymosan",0,3,3,0
"bisphenol_A",0,3,3,0
"chemokine",0,3,3,0
"deoxynivalenol",0,3,3,0
"olanzapine",0,3,3,0
"polyglutamine",0,3,3,0
"21_hydroxylase_deficiency",1,1,2,7.30436666731489e-07
"3_nitropropionic_acid",0,2,2,0
"9_10_Dimethyl_1_2_benzanthracene",0,2,2,0
"Ataxia_Telangiectasia",2,0,2,0
"ATPase_Aminophospholipid_Transporter_Like_Class_I_Type_8A_Member_2_ATP8A2",0,2,2,0
"Acetic_Acid",0,2,2,0
"Aconitine",0,2,2,0
"Acrylonitrile",0,2,2,0
"Acute_hemorrhage",1,1,2,1.65626031684551e-09
"Acute_inflammation",1,1,2,0
"Acute_lower_respiratory_tract_infection",0,2,2,0
"Acute_respiratory_failure",1,1,2,0
"Acute_respiratory_infection_NOS",0,2,2,0
"Addictive_Behavior",2,0,2,0
"Adenoviruses",0,2,2,0
"Adoptive_Transfer",0,2,2,0
"Atrophic_condition_of_skin",2,0,2,0
"Glomerulosclerosis",2,0,2,0
"Gastroenteritis",0,2,2,0
"Growth_arrest",2,0,2,0
"Hepatitis_C",0,2,2,0
"Infections_Hospital",0,2,2,0
"Malignant_neoplasm_of_lung",0,2,2,0
"Occupational_asthma",2,0,2,0
"Prion_Diseases",2,0,2,0
"Sarcoidosis",0,2,2,0
"Urinary_tract_infection",0,2,2,0
"Air_Pollutants",0,2,2,0
"Alarmins",0,2,2,0
"Albumins",0,2,2,0
"Aldehydes",0,2,2,0
"Alkaline_phosphatase_isoenzyme_bone_fraction_PHB2_SIL1",0,2,2,0
"Cerebral_atrophy",1,1,2,0
"Evaluation",2,0,2,0
"Lewy_Body_Disease",2,0,2,0
"Amines",0,2,2,0
"Aminoglycosides",0,2,2,0
"Amyloid_Fibrils",0,2,2,0
"Amyloid_beta",0,2,2,0
"Alopecia",2,0,2,0
"Virilism",2,0,2,0
"Aneurysm_Ruptured",0,2,2,0
"Aneurysm",2,0,2,0
"Aortic_Aneurysm",1,1,2,6.3239030279556e-09
"Cardiac_dysfunction",2,0,2,0
"Increase_in_blood_pressure",2,0,2,0
"Systemic_arterial_pressure",2,0,2,0
"Thickened",1,1,2,2.0123562849673e-07
"Thirst",2,0,2,0
"Vascular_inflammations",1,1,2,0
"Water_consumption",2,0,2,0
"Anthracyclines",0,2,2,0
"Anti_Inflammatory_Agents",0,2,2,0
"Antigen_Antibody_Complex",0,2,2,0
"Antiphospholipid_Syndrome",1,1,2,0
"Apnea",1,1,2,4.96878095053654e-08
"Apolipoprotein_E_APOE",0,2,2,0
"insulin_secretion",2,0,2,0
"Arrhythmogenic_Right_Ventricular_Dysplasia",1,1,2,0
"Arthropathies_NOS",1,1,2,0
"Asphyxia",1,1,2,5.35099486980858e-09
"Coronary_Aneurysm",1,1,2,0
"Atherosclerotic_renal_artery_stenosis",0,2,2,0
"Atrazine",0,2,2,0
"Cerebral_Embolism",1,1,2,0
"Atropine",0,2,2,0
"Autoimmunity",2,0,2,0
"Axotomy",0,2,2,0
"BK_Virus",0,2,2,0
"Bacterial_Vaginosis",1,1,2,0
"Balloon_Occlusion",0,2,2,0
"Hypertrophy_Right_Ventricular",2,0,2,0
"Bed_rest",0,2,2,0
"Benzene",0,2,2,0
"Bilateral_hyperplasia",0,2,2,0
"Bilirubin",0,2,2,0
"Biocompatible_Materials",0,2,2,0
"Blood_Glucose",0,2,2,0
"Brain_hemorrhage",1,1,2,0
"Bronchiolitis",0,2,2,0
"CD69_protein_human_CD69",0,2,2,0
"CDKN2A_gene_CDKN2A",0,2,2,0
"COLLAGENASE",0,2,2,0
"Acclimatization",2,0,2,0
"Critical_Illness",1,1,2,0
"Depressive_Symptoms",2,0,2,0
"Discharge_body_substance",1,1,2,0
"NEUROLOGIC_COMPLICATION",1,1,2,0
"Neurologic_Symptoms",1,1,2,0
"Respiratory_distress",1,1,2,0
"Severe_infection",1,1,2,0
"Single_organ_dysfunction",1,1,2,0
"Sleep",2,0,2,0
"Takotsubo_Cardiomyopathy",2,0,2,0
"C_reactive_protein",0,2,2,0
"Cachexia",1,1,2,0
"Malignant_transformation",1,1,2,0
"genotoxicity",2,0,2,0
"Calcineurin",0,2,2,0
"Hypercalciuria",2,0,2,0
"Sensory_denervation_disorder",1,1,2,9.20249714443262e-07
"Carbon_Dioxide",0,2,2,0
"Cardiomyopathies_Primary",0,2,2,0
"Carotid_Artery_Internal_Dissection",0,2,2,0
"Carotid_Atherosclerosis",0,2,2,0
"Carotid_Stenosis",0,2,2,0
"Caseins",0,2,2,0
"Neuroendocrine_Tumors",1,1,2,3.47814666537558e-08
"Disability_neurological",2,0,2,0
"Neural_Development",2,0,2,0
"Cervical_myelopathy",2,0,2,0
"Chlorpyrifos",0,2,2,0
"Atherogenesis",2,0,2,0
"Fatty_Streak_Arterial",2,0,2,0
"Chronic_glomerulonephritis_NOS",0,2,2,0
"Cicatrix",0,2,2,0
"Clip",0,2,2,0
"Euphoria",2,0,2,0
"Colchicine",0,2,2,0
"Collagen",0,2,2,0
"Community_acquired_pneumonia",0,2,2,0
"Low_Vision",1,1,2,8.69536666343895e-09
"Trigeminal_Neuralgia",2,0,2,0
"Congenital_Disorders",2,0,2,0
"Cretinism",2,0,2,0
"Lysosomal_Storage_Diseases",2,0,2,0
"Primary_immune_deficiency_disorder",2,0,2,0
"Spontaneous_abortion",1,1,2,1.91320691902372e-07
"Pleural_effusion_disorder",2,0,2,0
"Connective_Tissue_Diseases",1,1,2,1.652331041933e-07
"Hepatolenticular_Degeneration",2,0,2,0
"hemolysis",2,0,2,0
"Angina_Pectoris",2,0,2,0
"Crohn_s_disease",1,1,2,0
"Croton_Oil",0,2,2,0
"Cyanides",0,2,2,0
"Gingival_Overgrowth",2,0,2,0
"Cystic_kidney",1,1,2,1.18734977538772e-08
"Cytomegalovirus",0,2,2,0
"Mitochondrial_Myopathies",2,0,2,0
"Optic_Atrophy_Hereditary_Leber",2,0,2,0
"DNA_Sequence",0,2,2,0
"Debris",0,2,2,0
"Spinal_Stenosis",1,1,2,1.19072274718495e-07
"Demyelination",2,0,2,0
"Dextran",0,2,2,0
"Foot_Ulcer",2,0,2,0
"Dialysis_procedure",0,2,2,0
"Diazepam",0,2,2,0
"Diazinon",0,2,2,0
"Dibutyl_Phthalate",0,2,2,0
"Diclofenac",0,2,2,0
"Dental_caries",2,0,2,0
"METABOLIC_DISTURBANCE",2,0,2,0
"Metabolic_acidosis",1,1,2,1.98751238021462e-09
"Steatohepatitis",2,0,2,0
"Steatohepatitis_non_alcoholic",1,1,2,0
"impaired_glucose_tolerance",2,0,2,0
"Diet_Protein_Restricted",0,2,2,0
"Dietary_Fats",0,2,2,0
"Diethylhexyl_Phthalate",0,2,2,0
"Diethylstilbestrol",0,2,2,0
"Dimethylnitrosamine",0,2,2,0
"Discharge_Body_Substance",0,2,2,0
"Bulla",2,0,2,0
"Catabolism",2,0,2,0
"Deafness",2,0,2,0
"Eosinophilia",2,0,2,0
"Fluctuation",2,0,2,0
"Gangrene",2,0,2,0
"Immunologic_Deficiency_Syndromes",2,0,2,0
"Little_s_Disease",1,1,2,2.24396559056489e-09
"Liver_Dysfunction",2,0,2,0
"Lymphohistiocytosis_Hemophagocytic",1,1,2,1.91852742893137e-09
"Pruritus",2,0,2,0
"Retinal_Degeneration",1,1,2,1.91852742893137e-09
"Systemic_disease",1,1,2,1.91852742893137e-09
"Tinnitus",2,0,2,0
"Transient_Ischemic_Attack",2,0,2,0
"Diseases_of_mitral_valve",0,2,2,0
"Diuretics",0,2,2,0
"Emotional_Stress",0,2,2,0
"Endocrine_Disruptors",0,2,2,0
"Endoplasmic_Reticulum_Stress",2,0,2,0
"Endosulfan",0,2,2,0
"Environmental_Pollutants",0,2,2,0
"Epidemic",0,2,2,0
"Epoprostenol",0,2,2,0
"Ergonovine",0,2,2,0
"Essential_Hypertension",1,1,2,0
"Pituitary_Neoplasms",1,1,2,1.73907333268779e-08
"Renal_Cell_Carcinoma",1,1,2,1.73907333268779e-08
"Amnesia",2,0,2,0
"Injury_to_liver_NOS",2,0,2,0
"Intoxication",1,1,2,0
"Need_for_isolation",1,1,2,1.21735133288145e-07
"Onset_of_illness",1,1,2,6.3239030279556e-09
"Excitotoxins",0,2,2,0
"Impotence",2,0,2,0
"FGFR3_gene_FGFR3",0,2,2,0
"Fabry_Disease",1,1,2,0
"Familial_Mediterranean_Fever",1,1,2,0
"Fasting",0,2,2,0
"Fatty_Acids_Saturated",0,2,2,0
"Fetal_Distress",0,2,2,0
"Hepatic_Encephalopathy",1,1,2,0
"Flagellin",0,2,2,0
"Foramen_Ovale_Patent",0,2,2,0
"Force",0,2,2,0
"Foreign_Bodies",0,2,2,0
"Galanin",0,2,2,0
"Gastrointestinal_Diseases",0,2,2,0
"Generalized_ischemic_myocardial_dysfunction",0,2,2,0
"Long_QT_Syndrome",1,1,2,0
"Avascular_necrosis",2,0,2,0
"Glucokinase_GCK",0,2,2,0
"Glutathione",0,2,2,0
"Glycerol",0,2,2,0
"Glycyrrhizic_Acid",0,2,2,0
"HIV",0,2,2,0
"HMGB1_Protein",0,2,2,0
"HMGB1_gene_HMGB1",0,2,2,0
"Heart_Valve_Diseases",0,2,2,0
"Hematoma",1,1,2,1.65626031684551e-09
"Hematoma_Subdural",1,1,2,1.65626031684551e-09
"Hemoglobin",0,2,2,0
"Hepatitis_B",0,2,2,0
"Hepatitis_B_Virus",0,2,2,0
"Herbicides",0,2,2,0
"Keratitis",2,0,2,0
"Hydroxydopamine",0,2,2,0
"Hydroxymethylglutaryl_CoA_Reductase_Inhibitors",0,2,2,0
"Hyperoxia",0,2,2,0
"Hypertensive_heart_disease_NOS",1,1,2,0
"Gout",2,0,2,0
"Hypomagnesemia",1,1,2,8.46349021908058e-08
"Acidosis_Lactic",2,0,2,0
"Hypoxic_Ischemic_Encephalopathy",0,2,2,0
"IL8_gene_CXCL8",0,2,2,0
"Anxiety",2,0,2,0
"Possible",1,1,2,0
"Present",1,1,2,0
"Severe_severity_modifier",1,1,2,0
"Underlying",2,0,2,0
"Ifosfamide",0,2,2,0
"Immune",1,1,2,0
"Immunologic_Adjuvants",0,2,2,0
"Increased_blood_vessel_permeability",0,2,2,0
"Infection_of_amniotic_sac_and_membranes",1,1,2,0
"Pyroptosis",2,0,2,0
"Alveolar_Bone_Loss",2,0,2,0
"Bronchopulmonary_Dysplasia",2,0,2,0
"Nociception",2,0,2,0
"Cystitis",2,0,2,0
"Retinal_Detachment",2,0,2,0
"Leak_NOS",1,1,2,1.26478060559112e-09
"Insecticides",0,2,2,0
"Interleukin_13",0,2,2,0
"Interleukin_17",0,2,2,0
"Interleukin_18",0,2,2,0
"Intracranial_Atherosclerosis",0,2,2,0
"Intubation_Intratracheal",0,2,2,0
"Intussusception",2,0,2,0
"DNA_Double_Strand_Break",2,0,2,0
"Kidney_Tubular_Necrosis_Acute",0,2,2,0
"LRRK2_gene_LRRK2",0,2,2,0
"Left_heart_failure",0,2,2,0
"Obesity_Morbid",2,0,2,0
"Leukotrienes",0,2,2,0
"Lidocaine",0,2,2,0
"Myocardial_Reperfusion_Injury",1,1,2,2.48439047526827e-09
"Venous_Thrombosis",1,1,2,2.48439047526827e-09
"Lindane",0,2,2,0
"Vesicle",2,0,2,0
"Acute_Phase_Reaction",2,0,2,0
"Allodynia",2,0,2,0
"Cell_Survival",2,0,2,0
"Hypophagia",2,0,2,0
"Macrophage_Activation",2,0,2,0
"Mitochondrial_Damage",2,0,2,0
"Necroptosis",2,0,2,0
"epithelial_to_mesenchymal_transition",2,0,2,0
"innate_immune_response",2,0,2,0
"positive_regulation_of_NF_kappaB_transcription_factor_activity",2,0,2,0
"Liposomes",0,2,2,0
"Lithium",0,2,2,0
"Low_Density_Lipoproteins",0,2,2,0
"Lower_respiratory_tract_infection",0,2,2,0
"Magnesium",0,2,2,0
"Malaria_Cerebral",1,1,2,1.39125866615023e-09
"Malathion",0,2,2,0
"Angioneurotic_Edema",2,0,2,0
"Maple_Syrup_Urine_Disease",1,1,2,5.88518869530439e-07
"Mercury",0,2,2,0
"Metabolites",0,2,2,0
"Metals_Heavy",0,2,2,0
"Methylnitrosourea",0,2,2,0
"Mineralocorticoids",0,2,2,0
"Monoclonal_Antibodies",0,2,2,0
"Morphine",0,2,2,0
"Motor_Neuron_Disease",1,1,2,1.91852742893137e-09
"Mustard_Gas",0,2,2,0
"Excitability",2,0,2,0
"Hereditary_angioneurotic_edema",2,0,2,0
"Nephrocalcinosis",1,1,2,1.18734977538772e-08
"Pick_Disease_of_the_Brain",2,0,2,0
"Premature_aging_syndrome",2,0,2,0
"Severe_Combined_Immunodeficiency",2,0,2,0
"Somatotropin_deficiency",2,0,2,0
"multiple_pathologies",2,0,2,0
"Mutation_Missense",1,1,2,1.15938222179186e-07
"Mycotoxins",0,2,2,0
"Myocardial_Reperfusion",0,2,2,0
"Myocardial_bridging",0,2,2,0
"Acromegaly",2,0,2,0
"Neoplasm_progression",1,1,2,0
"Obstructive_Hydrocephalus",2,0,2,0
"Pathological_fracture",2,0,2,0
"Secondary_malignant_neoplasm_of_bone",1,1,2,0
"Superior_Vena_Cava_Syndrome",2,0,2,0
"sarcoma",1,1,2,0
"tumor_growth",1,1,2,0
"Uremia",1,1,2,1.39125866615023e-08
"Nephritis_Interstitial",0,2,2,0
"Nerve_injury_NOS",0,2,2,0
"Niacinamide",0,2,2,0
"Nickel",0,2,2,0
"Nitrogen",0,2,2,0
"Non_obstructive_reflux_associated_chronic_pyelonephritis",0,2,2,0
"Mean_blood_pressure",2,0,2,0
"TONIC_CONTRACTION",2,0,2,0
"Chylothorax",2,0,2,0
"Obstructive_nephropathy",0,2,2,0
"Occlusion_of_artery",0,2,2,0
"Oils",0,2,2,0
"Oleic_Acid",0,2,2,0
"Oligohydramnios",0,2,2,0
"Oncogenes",0,2,2,0
"Endophthalmitis",2,0,2,0
"Ovariectomy",0,2,2,0
"Overnutrition",0,2,2,0
"Oxalates",0,2,2,0
"Oxidants",0,2,2,0
"Oxides",0,2,2,0
"Oxytocin",0,2,2,0
"Parasites",0,2,2,0
"Peptic_Ulcer",0,2,2,0
"Peptide_Hydrolases",0,2,2,0
"Experimental_Autoimmune_Encephalomyelitis",2,0,2,0
"T_Cell_Activation",2,0,2,0
"T_Cell_Proliferation",2,0,2,0
"Peroxynitrite",0,2,2,0
"Persistent_infection",0,2,2,0
"Pertussis",0,2,2,0
"Psychotic_Disorders",2,0,2,0
"hyperkalemia",1,1,2,1.73907333268779e-08
"Premature_Menopause",2,0,2,0
"Tumor_Lysis_Syndrome",1,1,2,1.39125866615023e-08
"Phorbol_Esters",0,2,2,0
"Photochemotherapy",0,2,2,0
"Pituitary_dependent_Cushing_s_disease",1,1,2,0
"Placental_Insufficiency",0,2,2,0
"Poisons",0,2,2,0
"Polychlorinated_Biphenyls",0,2,2,0
"Polymers",0,2,2,0
"Polymorphism_Genetic",0,2,2,0
"Polyomavirus",0,2,2,0
"Porphyromonas_gingivalis",0,2,2,0
"Postpartum_Hemorrhage",0,2,2,0
"Pressors",0,2,2,0
"Pressure_physical_agent",0,2,2,0
"Priapism",1,1,2,0
"Progressive_Disease",0,2,2,0
"Propranolol",0,2,2,0
"Pyruvaldehyde",0,2,2,0
"Quinones",0,2,2,0
"RNA",0,2,2,0
"ROS1",0,2,2,0
"Radiation",0,2,2,0
"Receptors_Pattern_Recognition",0,2,2,0
"Recombinant_Interferon_gamma",0,2,2,0
"Renal_infarction",1,1,2,3.10946311884577e-05
"Renal_vascular_disorders_NOS",0,2,2,0
"Respiratory_Syncytial_Virus_Infections",0,2,2,0
"Retroperitoneal_fibrosis",0,2,2,0
"Risk_factor_cardiovascular",0,2,2,0
"STN_gene_EEF1A2",0,2,2,0
"SUPPLY_NOT_OTHERWISE_SPECIFIED",0,2,2,0
"Salmonella",0,2,2,0
"Schistosomiasis",0,2,2,0
"Sedentary",0,2,2,0
"Selenium",0,2,2,0
"Sleep_Apnea_Syndromes",0,2,2,0
"Sodium_Glutamate",0,2,2,0
"Soman",0,2,2,0
"Spasm",0,2,2,0
"Squamous_cell_carcinoma",0,2,2,0
"Steal_phenomenon",0,2,2,0
"Streptococcus_pneumoniae",0,2,2,0
"Stress_Psychological",0,2,2,0
"Superoxide_Dismutase",0,2,2,0
"Suspensions",0,2,2,0
"Systolic_dysfunction",0,2,2,0
"TLR4_gene_TLR4",0,2,2,0
"TNF_gene_TNF",0,2,2,0
"osteoclast_differentiation",2,0,2,0
"TRANSCRIPTION_FACTOR",0,2,2,0
"T_2_Toxin",0,2,2,0
"Tamoxifen",0,2,2,0
"Thyrotoxicosis",0,2,2,0
"Thyroxine",0,2,2,0
"Tobacco_smoke",0,2,2,0
"Toll_like_receptors",0,2,2,0
"Trace_Elements",0,2,2,0
"Tretinoin",0,2,2,0
"Triglycerides",0,2,2,0
"Tumor_Necrosis_Factors",0,2,2,0
"U_44619",0,2,2,0
"Vasoconstrictor_Agents",0,2,2,0
"Vincristine",0,2,2,0
"Viral_hepatitis",0,2,2,0
"Virulence_Factors",0,2,2,0
"Vitamin_K_3",0,2,2,0
"Xenobiotics",0,2,2,0
"Xylazine",0,2,2,0
"Xylene",0,2,2,0
"Zearalenone",0,2,2,0
"Endocytosis",2,0,2,0
"Receptor_Activation",2,0,2,0
"alanosine",0,2,2,0
"anthracene",0,2,2,0
"arsenic_trioxide",0,2,2,0
"arsenite",0,2,2,0
"barium_chloride",0,2,2,0
"bevacizumab",0,2,2,0
"bifenthrin",0,2,2,0
"chromium",0,2,2,0
"cyanoginosin_LR",0,2,2,0
"cyclooxygenase_2",0,2,2,0
"cypermethrin",0,2,2,0
"decamethrin",0,2,2,0
"dimethyl_mercury",0,2,2,0
"fipronil",0,2,2,0
"formalin",0,2,2,0
"fumonisin_B1",0,2,2,0
"fungus",0,2,2,0
"gamma_secretase",0,2,2,0
"gemcitabine",0,2,2,0
"glomerulopathy",0,2,2,0
"glyphosate",0,2,2,0
"hydrochloride",0,2,2,0
"imidacloprid",0,2,2,0
"intradermal_injection",0,2,2,0
"isoniazid",0,2,2,0
"lead",0,2,2,0
